SOURCE,TARGET,RATING,DATE,TIME
2045,1352,-1,2014-12-07,14:14:58
2045,1363,3,2013-07-19,21:12:30
2045,1555,1,2012-07-01,18:36:42
2045,1565,4,2013-12-14,21:05:33
2045,1584,1,2012-08-27,00:07:35
2045,1620,1,2012-07-01,01:11:15
2045,1639,1,2015-07-20,21:00:36
2045,1670,1,2012-05-08,17:30:26
2045,171,1,2012-06-15,21:47:29
2045,1792,-10,2013-05-31,15:39:55
2045,1810,1,2013-11-20,19:14:11
2045,1832,3,2014-12-25,22:39:45
2045,1893,1,2015-07-28,16:46:18
2045,192,1,2012-07-30,19:59:16
2045,1947,4,2014-10-17,20:50:43
2045,1953,3,2013-07-19,21:20:55
2045,2028,-10,2014-04-09,23:17:39
2045,2044,-1,2014-06-23,19:30:01
2045,2063,5,2015-04-25,00:26:03
2045,2067,6,2015-08-10,00:44:26
2045,2087,1,2012-07-03,15:53:01
2045,2090,1,2012-07-01,19:02:42
2045,2125,1,2012-06-24,18:24:10
2045,2158,1,2012-06-17,11:25:00
2045,2173,1,2012-06-25,23:24:34
2045,2176,5,2012-12-01,20:18:20
2045,2181,1,2012-06-14,22:26:12
2045,2186,1,2012-06-15,22:34:20
2045,2194,2,2012-07-03,13:45:25
2045,2214,1,2012-10-19,19:07:34
2045,2229,3,2012-06-28,00:01:21
2045,2260,1,2012-07-03,13:28:54
2045,2306,1,2013-07-02,17:57:16
2045,2318,6,2013-10-03,00:00:40
2045,2325,1,2012-09-18,21:15:39
2045,2388,2,2014-09-16,21:31:04
2045,2392,2,2014-12-30,21:04:04
2045,2431,1,2015-02-15,19:54:16
2045,2498,-5,2014-06-24,21:49:52
2045,2524,1,2012-10-07,00:11:56
2045,2716,2,2012-09-30,22:26:27
2045,2835,2,2014-05-08,00:08:48
2045,2861,2,2012-12-12,17:50:49
2045,2879,-10,2012-10-26,19:59:42
2045,2880,1,2012-11-27,23:14:51
2045,2891,1,2012-10-28,16:33:13
2045,2901,-3,2013-06-11,19:26:51
2045,2934,4,2015-01-24,17:12:48
2045,2942,2,2014-12-30,21:09:25
2045,2958,-1,2013-12-12,14:11:24
2045,2962,-10,2013-03-29,19:40:00
2045,2963,-1,2014-06-21,23:18:46
2045,3029,1,2013-07-08,17:20:52
2045,304,6,2013-10-02,23:55:23
2045,3040,-2,2014-07-19,01:35:26
2045,3063,1,2015-06-07,17:14:18
2045,3099,-1,2014-04-25,22:33:56
2045,3195,-1,2013-12-19,18:50:04
2045,33,9,2015-12-16,00:28:51
2045,3315,1,2013-01-12,23:29:00
2045,3318,1,2013-01-13,14:49:54
2045,3319,1,2013-11-02,22:53:41
2045,3345,2,2014-10-14,07:41:00
2045,3410,1,2013-01-30,10:37:56
2045,3413,1,2014-08-05,17:19:05
2045,3429,1,2015-07-14,21:03:33
2045,3445,1,2013-02-09,13:53:23
2045,3451,3,2015-07-06,21:45:08
2045,3452,1,2014-12-20,13:05:54
2045,3487,-1,2014-07-09,08:34:31
2045,353,2,2015-04-21,13:12:55
2045,3531,-1,2013-12-23,01:15:54
2045,3582,1,2013-03-24,18:55:04
2045,3598,2,2015-08-13,18:54:33
2045,3714,1,2013-11-02,20:20:29
2045,3719,1,2013-10-20,20:24:54
2045,3722,-2,2014-12-23,13:00:07
2045,3744,-10,2013-03-25,12:16:09
2045,3756,-10,2013-03-29,19:40:10
2045,3757,-10,2013-03-29,19:40:15
2045,3759,-10,2013-03-29,19:40:17
2045,3760,-10,2013-03-29,19:40:18
2045,3781,1,2013-04-23,21:14:07
2045,3820,1,2015-01-26,18:39:36
2045,3837,1,2013-12-05,00:48:03
2045,3897,1,2014-04-04,16:00:00
2045,3919,3,2014-06-05,21:25:13
2045,3988,2,2014-07-31,23:20:31
2045,3992,1,2015-07-06,21:52:11
2045,4136,-5,2014-06-22,22:14:58
2045,4172,3,2014-07-08,12:10:42
2045,4205,1,2014-12-09,23:33:15
2045,4291,4,2014-11-05,23:36:08
2045,4300,1,2014-11-21,00:07:19
2045,4304,5,2015-07-20,19:48:36
2045,4362,5,2013-05-31,16:02:06
2045,4382,1,2014-08-22,19:34:48
2045,4499,2,2015-11-20,03:41:20
2045,4515,1,2014-06-08,23:27:03
2045,4518,2,2014-12-14,02:25:00
2045,4538,3,2015-03-06,13:21:18
2045,4559,1,2013-12-14,12:44:52
2045,4594,1,2015-01-20,01:00:39
2045,4608,2,2016-01-20,20:16:53
2045,4611,1,2014-01-28,18:07:25
2045,4672,-10,2013-08-05,22:09:02
2045,4673,-10,2013-08-05,22:08:04
2045,4675,-10,2013-08-05,22:44:53
2045,4852,1,2014-01-30,18:17:07
2045,4899,1,2014-04-09,23:30:55
2045,492,2,2012-11-07,16:52:34
2045,4921,1,2013-11-06,23:22:01
2045,4991,-10,2014-03-31,17:30:46
2045,5028,1,2015-07-01,22:46:15
2045,51,1,2014-12-21,22:41:36
2045,5158,1,2013-12-11,22:28:32
2045,5159,-10,2013-12-12,02:01:06
2045,5164,-10,2013-12-12,14:10:39
2045,5193,-10,2013-12-16,09:39:32
2045,5197,-10,2013-12-16,09:52:25
2045,5198,-10,2013-12-16,09:52:29
2045,5200,-10,2013-12-16,09:34:01
2045,5201,-10,2013-12-16,09:34:15
2045,5202,-10,2013-12-16,09:34:28
2045,5203,-10,2013-12-16,09:35:59
2045,5204,-10,2013-12-16,09:39:35
2045,5205,-10,2013-12-16,09:42:07
2045,5206,-10,2013-12-16,10:56:51
2045,5213,-10,2014-03-28,12:11:38
2045,5245,-1,2013-12-27,19:05:57
2045,5269,1,2014-01-06,23:01:19
2045,5299,2,2015-03-11,23:34:38
2045,540,1,2012-06-30,00:01:05
2045,5403,1,2014-04-04,14:52:02
2045,545,-5,2014-12-22,23:02:10
2045,5455,1,2014-03-08,22:13:01
2045,5472,-1,2014-05-28,21:49:14
2045,5473,1,2014-04-02,17:51:49
2045,5479,-10,2014-03-31,17:23:43
2045,5484,-10,2014-03-31,17:24:45
2045,5488,-10,2014-04-02,17:41:18
2045,5489,-10,2014-04-02,19:42:01
2045,5508,-1,2014-12-23,12:54:16
2045,5512,-5,2014-04-12,13:51:48
2045,5533,-10,2014-04-21,21:11:11
2045,5569,3,2014-12-18,00:05:26
2045,5609,-3,2014-08-19,01:12:15
2045,5612,1,2014-08-05,17:19:21
2045,5618,1,2014-06-08,23:18:37
2045,57,2,2014-09-16,21:32:34
2045,5864,1,2014-12-17,02:28:42
2045,5870,1,2014-12-24,18:23:59
2045,5903,1,2016-01-12,16:28:48
2045,5917,1,2015-07-13,22:13:54
2045,592,1,2012-11-07,15:00:43
2045,5921,2,2015-04-22,02:56:54
2045,5938,1,2015-04-25,01:01:43
2045,5947,2,2015-05-15,02:51:55
2045,5963,1,2015-06-07,18:43:46
2045,5968,1,2015-06-28,20:32:38
2045,900,1,2013-10-31,23:38:33
2045,905,-7,2014-12-13,01:00:58
2045,96,3,2014-11-03,23:31:08
2046,1,1,2012-05-08,19:44:31
2046,1201,4,2012-07-19,20:00:36
2046,192,1,2012-05-17,21:35:06
2046,2028,1,2012-07-17,06:02:48
2046,7,1,2012-07-08,14:54:10
2046,908,2,2012-07-30,01:47:35
2047,1690,4,2012-05-08,21:15:59
2048,13,2,2012-07-04,18:29:01
2048,2625,1,2013-10-19,00:00:21
2048,3735,1,2013-04-14,23:53:59
2048,4025,-1,2013-10-19,22:02:02
2048,4511,1,2014-05-04,23:57:34
2049,104,2,2012-05-08,22:55:11
2049,2217,2,2012-06-24,17:48:08
2049,2310,2,2012-07-16,21:17:32
2049,2728,2,2012-11-18,22:26:22
2049,3254,2,2012-12-29,16:03:43
2049,988,2,2012-07-16,22:36:56
2050,1810,3,2013-06-17,01:42:42
2050,2642,3,2013-02-20,00:22:03
2050,2876,1,2013-05-09,02:35:01
2050,4290,-10,2013-05-29,00:17:02
2052,1771,2,2012-05-17,04:34:08
2052,1921,1,2012-05-09,18:48:00
2053,1331,-5,2012-10-10,14:58:53
2053,1352,2,2012-06-17,22:24:58
2053,1383,-10,2012-09-06,02:00:59
2053,1719,-10,2012-07-14,19:35:46
2053,1846,-10,2013-02-06,02:57:02
2053,1948,1,2012-06-11,16:08:40
2053,2073,2,2012-05-15,18:12:20
2053,3977,1,2013-04-09,23:52:25
2053,545,2,2012-06-18,03:28:30
2053,57,3,2012-05-20,18:33:41
2053,61,-10,2012-07-14,19:35:57
2054,1473,1,2012-05-27,21:00:05
2054,1478,2,2012-08-07,20:05:49
2054,1566,5,2012-05-13,17:11:15
2054,1967,2,2012-07-10,19:50:10
2054,202,2,2012-06-09,05:43:59
2054,2067,1,2012-06-05,03:41:08
2054,2113,2,2012-10-01,04:49:37
2054,2120,1,2012-05-30,07:22:27
2054,215,2,2012-06-09,04:14:45
2054,2194,3,2012-09-19,02:02:12
2054,2309,3,2012-07-18,01:01:13
2054,330,2,2012-05-27,13:05:39
2055,1810,2,2012-05-10,03:09:00
2056,1499,7,2012-06-22,21:59:03
2056,330,1,2013-05-22,04:44:17
2056,4291,1,2013-10-24,18:46:39
2056,5363,3,2014-06-24,21:46:15
2057,1675,1,2012-05-13,04:52:07
2057,1921,1,2012-05-10,19:31:43
2058,1810,1,2012-05-11,05:55:44
2058,1921,1,2012-05-11,04:32:31
2059,1921,1,2012-05-13,01:30:14
2059,2028,1,2012-05-13,01:29:11
206,166,1,2011-04-06,21:17:27
206,180,1,2011-06-05,20:25:33
206,198,1,2011-05-05,15:56:05
206,201,1,2011-03-16,08:50:03
206,202,3,2011-04-21,06:47:28
206,221,1,2011-04-16,03:24:30
206,233,1,2011-04-01,02:40:18
206,234,1,2011-04-01,23:55:42
206,240,1,2011-04-04,09:17:39
206,256,1,2011-04-08,22:59:53
206,273,2,2011-04-22,21:11:26
206,282,1,2011-04-16,07:54:45
206,29,1,2011-04-16,07:44:10
206,307,1,2011-04-21,02:15:10
206,7,2,2011-03-24,00:16:27
2061,1810,1,2012-05-12,05:08:37
2062,1281,1,2012-05-12,17:38:37
2062,1810,1,2012-05-15,20:49:09
2063,13,1,2012-06-29,17:46:47
2063,1396,1,2012-08-18,16:19:04
2063,1473,3,2012-05-30,20:17:29
2063,1543,1,2012-05-12,21:45:28
2063,1629,1,2012-08-06,00:55:23
2063,1689,1,2012-08-20,17:57:24
2063,1731,1,2012-07-16,21:07:47
2063,1754,2,2012-05-18,23:22:44
2063,1810,3,2015-07-10,23:53:56
2063,1915,2,2012-05-19,02:03:00
2063,1921,1,2012-05-12,19:57:24
2063,2028,8,2013-03-01,03:18:00
2063,2045,5,2015-04-25,00:41:51
2063,2081,2,2012-05-19,02:49:43
2063,2120,1,2012-05-30,22:25:52
2063,215,2,2015-12-03,20:29:02
2063,2266,1,2012-11-08,21:44:44
2063,2277,1,2012-07-26,20:01:45
2063,2296,1,2013-01-09,06:01:22
2063,2306,1,2012-08-05,23:48:08
2063,2310,1,2014-02-19,23:41:50
2063,2581,-10,2012-10-29,17:11:40
2063,2589,1,2012-09-13,18:18:19
2063,2625,3,2014-04-09,16:23:27
2063,2642,8,2013-06-06,21:43:53
2063,2835,2,2014-05-31,21:22:21
2063,2897,1,2012-10-30,05:23:27
2063,2942,2,2015-07-29,19:26:35
2063,3219,2,2013-02-18,16:03:48
2063,3429,1,2015-06-24,22:54:00
2063,3451,1,2014-08-30,18:39:01
2063,3598,1,2013-02-04,19:17:57
2063,3699,1,2013-06-13,22:32:19
2063,3828,1,2014-12-08,19:20:43
2063,3988,2,2014-11-13,22:55:55
2063,41,1,2012-12-04,16:41:44
2063,4172,4,2013-12-17,22:59:43
2063,4177,1,2013-04-27,18:29:00
2063,4197,7,2015-08-20,20:24:51
2063,4236,3,2013-05-07,21:45:32
2063,4365,1,2014-09-24,22:30:09
2063,4515,1,2014-04-22,21:52:10
2063,4532,2,2015-10-19,15:54:04
2063,4635,2,2013-08-23,18:45:51
2063,4649,1,2015-03-10,20:22:44
2063,5403,2,2014-03-11,21:31:24
2063,5612,1,2014-07-25,04:18:26
2063,5827,1,2014-10-29,01:42:20
2063,5945,1,2015-05-13,15:53:33
2063,732,1,2014-01-16,21:23:30
2063,905,2,2013-11-12,21:52:07
2063,96,1,2014-10-08,23:34:49
2064,1185,7,2013-02-28,20:25:05
2064,1690,5,2012-05-12,22:16:04
2064,1864,3,2012-05-28,21:11:58
2064,1878,1,2012-05-12,22:35:02
2064,2113,2,2012-05-28,21:07:38
2064,2147,3,2013-03-28,09:01:29
2064,2188,3,2013-02-28,20:31:30
2064,3551,1,2013-02-28,20:51:01
2064,3593,3,2013-03-13,08:35:44
2066,2028,2,2012-05-13,00:18:43
2067,1,1,2014-04-18,14:07:22
2067,1281,1,2012-07-29,23:01:40
2067,1316,2,2015-06-04,19:22:06
2067,135,2,2013-11-11,03:18:38
2067,1499,2,2013-02-09,13:50:07
2067,1502,1,2012-07-19,20:11:34
2067,1529,2,2012-07-12,23:50:36
2067,1555,1,2012-08-21,19:33:28
2067,1557,1,2012-07-15,02:03:06
2067,1629,1,2012-07-15,21:53:46
2067,1634,1,2012-07-10,03:32:33
2067,1639,1,2016-01-08,19:54:01
2067,1675,6,2012-10-21,17:36:49
2067,171,1,2012-07-15,22:05:18
2067,1731,10,2012-07-31,18:00:29
2067,1765,-3,2012-07-13,00:02:38
2067,1810,1,2014-09-19,15:24:33
2067,1832,4,2013-08-18,01:20:28
2067,1890,3,2012-07-13,21:41:42
2067,1899,1,2012-07-17,21:03:25
2067,1921,2,2012-07-31,14:14:55
2067,1947,1,2014-12-09,20:03:34
2067,1953,4,2012-07-31,22:07:47
2067,1954,1,2012-09-28,00:36:36
2067,1967,2,2012-07-21,23:33:53
2067,1990,1,2012-05-23,00:36:53
2067,1998,3,2012-06-05,20:22:55
2067,2017,-10,2013-03-25,11:54:42
2067,2028,-1,2013-07-10,19:12:14
2067,2030,3,2012-05-28,01:12:24
2067,2045,7,2016-01-08,19:54:26
2067,2054,1,2012-06-05,03:40:09
2067,2085,1,2012-06-01,04:40:36
2067,2090,-2,2012-08-30,13:21:17
2067,2096,-10,2012-09-29,20:42:05
2067,2103,1,2012-05-27,15:14:11
2067,2116,1,2012-05-28,22:15:43
2067,2119,2,2012-07-23,00:25:20
2067,2125,4,2013-07-08,06:27:56
2067,2142,3,2012-06-16,04:31:51
2067,215,2,2013-04-03,04:17:15
2067,2162,1,2012-06-08,21:15:19
2067,2166,1,2012-06-10,01:42:00
2067,2168,1,2012-06-10,12:25:58
2067,2188,1,2014-04-16,22:42:23
2067,2189,1,2012-07-18,23:21:07
2067,2194,2,2013-08-21,13:48:38
2067,2221,1,2012-07-15,22:07:48
2067,2227,1,2012-07-16,00:23:15
2067,2229,-1,2012-07-09,17:58:04
2067,2252,4,2015-03-12,01:44:46
2067,2260,-10,2012-07-31,23:02:35
2067,2261,-1,2012-07-09,17:58:24
2067,2262,2,2012-10-23,04:53:13
2067,2269,2,2012-07-13,19:06:48
2067,2275,2,2012-09-25,23:27:48
2067,2292,1,2012-07-23,06:02:17
2067,2296,1,2012-08-23,22:58:14
2067,2298,1,2012-07-13,21:08:14
2067,230,1,2012-12-30,02:58:40
2067,2312,1,2012-09-06,00:34:35
2067,2317,1,2012-07-17,20:03:33
2067,2325,1,2012-07-19,05:42:31
2067,2332,3,2012-08-16,23:10:24
2067,2346,1,2012-07-26,23:57:31
2067,2367,-10,2012-08-03,14:17:13
2067,2388,3,2014-09-14,22:43:42
2067,2424,-1,2012-08-15,03:26:57
2067,2435,-1,2012-08-18,22:55:12
2067,2449,1,2012-08-18,15:55:16
2067,2453,1,2012-08-18,19:28:36
2067,2475,1,2012-09-08,00:24:13
2067,25,-10,2012-09-29,03:58:47
2067,2505,-10,2012-09-07,12:25:38
2067,251,1,2012-06-10,01:05:26
2067,2514,-10,2012-09-07,12:28:27
2067,2532,-10,2012-09-07,12:25:25
2067,2540,-10,2012-09-07,02:17:21
2067,2548,-10,2012-09-07,12:27:09
2067,2549,-10,2012-09-07,20:24:16
2067,2556,1,2012-09-08,00:17:48
2067,2559,1,2012-09-09,02:17:26
2067,2566,-10,2012-09-11,00:06:09
2067,2567,-10,2012-09-11,00:04:38
2067,2568,-10,2012-09-19,02:39:37
2067,2569,-10,2012-09-11,00:05:07
2067,2570,-10,2012-09-15,15:34:52
2067,2571,-10,2012-09-15,15:37:16
2067,2572,-10,2012-09-15,15:38:27
2067,2573,-10,2012-09-11,00:05:12
2067,2574,-10,2012-09-14,22:22:42
2067,2585,-10,2012-09-15,17:32:54
2067,2592,-10,2012-09-14,22:24:11
2067,2597,-10,2012-09-14,22:23:08
2067,2598,-10,2012-09-14,22:22:33
2067,2601,-10,2012-09-15,16:23:29
2067,2602,-10,2012-09-15,16:24:21
2067,2603,-10,2012-09-15,16:23:13
2067,2604,-3,2012-09-15,17:17:56
2067,2606,-10,2012-09-21,00:00:43
2067,2617,-10,2012-09-17,14:42:38
2067,2621,-10,2012-09-18,14:01:55
2067,2622,-10,2012-09-18,14:01:13
2067,2623,-10,2012-09-18,14:01:24
2067,2628,-10,2012-09-19,02:38:56
2067,2629,-10,2012-09-19,02:39:54
2067,2631,-10,2012-09-19,05:04:57
2067,2632,-10,2012-09-19,04:59:05
2067,2633,-10,2012-09-25,14:36:25
2067,2634,-10,2012-09-19,05:07:52
2067,2639,-10,2012-09-22,22:20:59
2067,2640,-3,2012-09-21,00:06:42
2067,2642,7,2013-06-08,05:14:56
2067,2648,-3,2012-09-21,22:00:32
2067,2657,-10,2012-09-25,14:27:59
2067,2669,-10,2012-09-25,14:29:57
2067,2670,-10,2012-09-25,14:28:50
2067,2671,-10,2012-09-25,14:27:30
2067,2672,-10,2012-09-25,14:29:29
2067,2673,-10,2012-09-25,14:36:15
2067,2886,-5,2012-10-26,21:58:23
2067,3001,2,2012-11-16,02:15:51
2067,3019,-5,2012-11-21,01:32:48
2067,3378,-10,2013-01-24,20:20:56
2067,3451,3,2015-06-19,18:38:35
2067,3452,-10,2014-07-29,20:12:28
2067,3465,1,2013-08-03,03:51:12
2067,3475,2,2013-02-12,23:26:56
2067,35,1,2015-10-27,13:46:43
2067,3502,1,2013-02-18,01:30:07
2067,353,1,2012-08-03,02:08:02
2067,3574,1,2013-05-03,21:06:29
2067,361,1,2013-02-16,02:27:48
2067,3642,1,2013-07-01,00:15:16
2067,3649,3,2013-08-03,03:13:44
2067,3714,3,2015-11-01,19:16:34
2067,3744,-10,2013-03-26,17:35:52
2067,3756,-10,2013-03-26,17:13:40
2067,3757,-10,2013-03-26,17:07:17
2067,3759,-10,2013-03-26,17:34:31
2067,3760,-10,2013-03-26,17:43:23
2067,3761,1,2013-03-26,18:45:55
2067,3785,-10,2013-03-28,20:05:13
2067,3786,-10,2013-03-28,20:04:43
2067,3787,-10,2013-03-28,20:04:40
2067,3788,-10,2013-03-28,20:04:37
2067,3789,-10,2013-03-28,20:04:34
2067,3790,-10,2013-03-28,20:04:30
2067,3791,-10,2013-03-28,20:04:27
2067,3792,-10,2013-03-28,20:04:24
2067,3793,-10,2013-03-28,20:04:20
2067,3794,-10,2013-03-28,20:04:14
2067,3795,-10,2013-03-28,20:04:07
2067,3804,5,2015-10-03,06:35:28
2067,3828,1,2014-04-15,02:12:44
2067,3897,2,2014-04-15,16:11:30
2067,4107,2,2013-10-17,01:14:26
2067,4163,1,2015-06-04,19:21:19
2067,4172,6,2013-11-05,20:33:56
2067,4197,1,2015-08-18,18:44:23
2067,4203,1,2013-08-02,02:24:21
2067,4205,5,2015-05-24,18:52:57
2067,4291,4,2015-04-17,21:07:23
2067,4304,1,2015-10-21,16:22:10
2067,4439,1,2014-04-07,02:29:31
2067,4515,2,2013-08-03,02:54:12
2067,4532,1,2015-08-31,21:42:39
2067,4638,1,2013-08-03,01:04:09
2067,4649,2,2015-03-12,21:01:38
2067,4732,1,2013-08-15,04:46:00
2067,5227,1,2014-10-20,21:15:22
2067,5449,2,2015-06-08,23:12:24
2067,546,2,2012-10-21,16:31:04
2067,5466,1,2014-04-11,22:49:22
2067,550,1,2014-04-05,23:29:28
2067,5508,1,2014-08-22,19:36:08
2067,5512,-5,2014-04-12,13:52:08
2067,5611,-3,2015-06-06,16:57:40
2067,5684,3,2014-07-29,21:54:51
2067,5921,1,2015-03-07,23:22:23
2067,5925,2,2015-05-15,21:19:16
2067,5956,1,2015-09-13,14:55:07
2067,5969,1,2015-07-17,17:41:31
2067,6,-1,2014-03-12,22:52:07
2067,635,1,2012-05-13,05:09:09
2067,905,2,2012-09-09,00:03:57
2068,1624,1,2012-05-20,05:11:57
2068,1948,1,2012-05-20,14:21:43
2069,1690,4,2012-05-14,18:02:36
207,1094,1,2011-08-12,05:25:52
207,262,1,2011-04-11,19:44:25
207,546,1,2011-08-16,22:34:25
207,630,1,2011-05-20,19:02:21
207,7,2,2011-03-16,17:15:02
207,729,1,2011-06-01,17:44:11
2070,1611,1,2012-11-09,00:31:52
2070,1615,4,2012-09-17,21:43:45
2070,1948,8,2012-09-28,09:19:51
2070,2080,1,2012-05-23,00:29:16
2070,2599,1,2012-10-01,23:04:20
2070,2763,2,2012-12-17,18:31:19
2070,3106,2,2013-01-20,19:47:06
2070,3142,3,2013-01-21,21:47:02
2070,3301,1,2013-01-08,22:06:30
2070,35,1,2012-05-16,19:09:47
2070,3744,-10,2013-04-16,21:05:14
2070,4090,1,2013-04-16,18:47:59
2070,823,8,2012-09-03,23:34:58
2071,1281,1,2012-05-15,05:43:19
2071,13,1,2012-05-17,03:59:35
2071,1921,1,2012-06-22,18:22:38
2071,2028,1,2012-10-07,23:41:35
2072,1098,3,2012-06-27,01:04:41
2072,1331,2,2012-06-27,01:03:41
2072,1400,1,2012-07-18,02:31:05
2072,1566,3,2012-06-27,01:06:37
2072,1905,1,2012-06-27,01:00:15
2072,2187,2,2012-06-27,01:09:47
2072,2296,2,2012-08-01,18:44:18
2072,2316,3,2012-07-17,18:39:18
2073,1352,1,2015-07-26,22:48:42
2073,2053,2,2012-05-16,17:28:30
2073,235,1,2012-07-17,00:12:42
2073,2971,1,2012-11-14,17:15:32
2073,5971,10,2015-07-24,04:56:03
2076,1896,10,2012-07-18,05:57:15
2076,2017,-10,2012-11-15,06:52:13
2076,2388,1,2012-11-01,19:58:00
2077,1810,5,2012-05-18,02:52:57
2079,1771,1,2012-05-17,06:38:13
2079,2642,1,2013-03-13,05:59:31
2079,3972,1,2013-04-12,07:47:01
208,60,3,2011-04-01,21:01:49
208,62,1,2011-04-04,09:13:47
2080,1281,1,2012-05-21,17:28:23
2080,1615,10,2012-05-19,02:49:30
2080,1735,1,2012-06-04,15:04:46
2080,2070,1,2012-05-20,00:12:02
2080,2082,10,2012-05-20,01:17:19
2080,2090,-6,2012-08-19,09:07:36
2080,2141,1,2012-06-12,14:08:14
2080,2192,1,2012-07-25,18:03:03
2080,2240,1,2012-06-28,10:33:38
2080,2281,2,2012-11-28,11:52:45
2080,2297,2,2012-07-14,17:20:47
2080,2313,1,2012-08-18,00:12:03
2080,2474,1,2012-08-21,23:55:58
2080,2475,1,2012-08-21,23:58:01
2080,2490,1,2012-08-25,01:42:24
2080,25,10,2012-05-20,01:22:47
2080,2982,1,2012-11-11,16:56:34
2081,1810,2,2012-05-19,22:47:05
2081,2063,2,2012-05-19,02:04:57
2081,446,2,2012-05-19,02:20:10
2082,2080,10,2012-05-20,01:25:51
2083,1810,7,2012-07-03,20:25:28
2083,2288,1,2012-07-11,06:01:46
2083,304,1,2012-07-20,01:43:05
2084,465,1,2012-05-20,04:50:10
2085,1204,1,2012-06-05,06:47:28
2085,1400,1,2012-05-21,04:04:51
2085,1543,5,2012-09-25,22:38:02
2085,1731,1,2012-06-05,05:36:30
2085,1905,1,2012-06-15,05:21:57
2085,2028,2,2012-06-05,06:02:56
2085,2067,1,2012-05-31,15:41:20
2085,2086,1,2012-05-29,00:40:37
2085,2088,1,2012-05-22,04:37:09
2085,2089,-1,2012-06-09,17:13:01
2085,2093,1,2012-05-23,04:53:10
2085,2104,1,2012-05-25,04:34:10
2085,2182,1,2012-06-15,05:05:51
2085,2223,-1,2012-06-23,18:32:26
2085,2226,1,2012-06-24,19:01:33
2085,304,1,2012-05-23,04:20:43
2085,3830,1,2013-04-14,01:14:45
2085,4884,1,2013-12-01,19:15:39
2086,2085,1,2012-05-21,04:05:55
2087,1334,1,2012-07-03,16:07:02
2087,1896,2,2012-06-01,21:41:04
2087,1899,1,2012-06-06,21:11:18
2087,2045,1,2012-07-03,15:55:43
2087,2095,1,2012-07-03,16:17:22
2087,2096,3,2012-05-23,21:50:23
2087,35,10,2012-05-21,22:32:32
2088,2085,1,2012-05-22,04:38:39
2088,2093,1,2012-05-23,04:02:33
2089,1317,2,2012-06-03,05:41:13
2089,1689,1,2012-05-22,10:39:23
2089,2030,1,2012-05-26,06:36:13
2089,2085,2,2012-06-02,05:24:24
2089,2119,1,2012-05-30,02:15:16
2089,35,2,2012-05-22,10:42:01
2089,41,1,2012-06-05,01:16:19
209,1048,1,2011-06-17,21:07:02
209,1070,1,2011-06-11,00:36:17
209,1073,2,2011-06-11,03:03:57
209,1119,1,2011-06-14,01:51:30
209,1126,1,2011-06-14,02:16:31
209,1164,1,2011-06-16,01:43:15
209,1222,2,2011-06-24,00:57:05
209,1267,2,2011-08-11,20:23:41
209,1338,2,2011-08-30,18:05:58
209,135,2,2011-08-27,01:10:52
209,1375,2,2011-08-25,18:21:14
209,1377,1,2011-08-11,20:41:44
209,212,1,2011-03-26,20:24:31
209,2306,1,2012-08-24,05:15:28
209,2397,2,2012-08-26,19:04:36
209,2501,1,2012-08-26,17:32:50
209,353,1,2012-08-26,18:51:34
209,387,1,2011-08-23,01:50:37
209,550,1,2011-06-24,23:53:48
209,634,3,2011-06-10,18:43:23
209,7,1,2011-06-16,01:05:36
209,818,1,2011-06-04,01:36:49
209,820,1,2011-06-03,22:24:50
209,842,1,2011-06-03,21:22:04
209,843,1,2011-06-03,21:52:55
209,902,2,2011-06-10,01:20:23
209,905,2,2011-08-23,01:41:54
2090,1281,3,2012-07-13,12:34:45
2090,1714,1,2012-05-27,08:12:53
2090,1810,1,2012-08-01,23:44:50
2090,1899,1,2012-07-30,04:42:59
2090,1967,1,2012-05-22,08:55:10
2090,2076,5,2012-05-26,17:56:39
2090,2080,5,2012-05-24,12:24:50
2090,2125,1,2012-07-12,09:29:45
2090,2137,2,2012-06-04,09:39:02
2090,215,2,2012-07-20,23:02:28
2090,2174,1,2012-06-18,08:07:13
2090,2269,2,2012-07-20,02:42:19
2090,2339,1,2012-07-23,08:34:13
2090,304,1,2012-07-23,20:06:13
2090,363,1,2012-05-27,08:38:00
2091,1817,1,2012-06-24,23:04:07
2091,1899,5,2012-06-13,23:17:56
2091,202,1,2012-05-22,10:02:18
2091,2103,3,2012-05-29,12:23:00
2092,202,1,2012-05-23,01:26:10
2093,1222,1,2012-05-23,05:32:04
2093,2028,1,2012-05-25,05:35:10
2093,2085,1,2012-05-23,04:53:40
2093,2088,1,2012-05-23,04:02:14
2094,1281,2,2012-05-23,18:09:12
2095,1585,3,2012-06-12,03:46:07
2095,2028,1,2012-05-27,16:55:37
2095,2087,1,2012-07-03,16:17:32
2095,2096,-1,2012-05-29,18:07:48
2095,2173,1,2012-06-13,04:22:22
2096,2087,3,2012-05-23,21:50:50
2096,2095,2,2012-05-26,17:29:20
2097,1731,2,2012-05-31,22:17:42
2097,2028,2,2012-08-23,17:33:32
2097,2125,4,2012-07-04,19:28:50
2097,239,3,2012-06-12,16:08:32
2098,1018,1,2013-01-30,18:10:50
2098,1810,2,2013-03-12,17:40:07
2098,2306,1,2012-07-15,23:35:27
2098,304,2,2012-07-06,02:14:35
2099,1585,1,2012-05-25,02:56:05
2099,546,1,2012-05-24,04:20:10
21,1,8,2010-11-11,03:10:11
21,10,8,2010-11-11,03:10:38
